seqnames	start	end	width	strand	gene_id
16	89738744	89738753	10	-	ENSG00000187741
16	89739282	89739289	8	-	ENSG00000187741
16	89739478	89739553	76	-	ENSG00000187741
16	89739994	89740099	106	-	ENSG00000187741
16	89740804	89740835	32	-	ENSG00000187741
16	89742902	89742938	37	-	ENSG00000187741
16	89744959	89745071	113	-	ENSG00000187741
16	89746584	89746688	105	-	ENSG00000187741
16	89746831	89746890	60	-	ENSG00000187741
16	89748659	89748767	109	-	ENSG00000187741
16	89749730	89749902	173	-	ENSG00000187741
16	89752138	89752222	85	-	ENSG00000187741
16	89758577	89758705	129	-	ENSG00000187741
16	89761949	89762022	74	-	ENSG00000187741
16	89762638	89762780	143	-	ENSG00000187741
16	89767142	89767237	96	-	ENSG00000187741
16	89769708	89769832	125	-	ENSG00000187741
16	89773320	89773384	65	-	ENSG00000187741
16	89775742	89775815	74	-	ENSG00000187741
16	89778341	89778356	16	-	ENSG00000187741
16	89791508	89791536	29	-	ENSG00000187741
16	89791927	89792068	142	-	ENSG00000187741
16	89792471	89792540	70	-	ENSG00000187741
16	89795906	89796018	113	-	ENSG00000187741
16	89798374	89799107	734	-	ENSG00000187741
16	89799166	89799232	67	-	ENSG00000187741
16	89799605	89799627	23	-	ENSG00000187741
16	89808311	89808367	57	-	ENSG00000187741
16	89810707	89810802	96	-	ENSG00000187741
16	89810929	89811071	143	-	ENSG00000187741
16	89814520	89814613	94	-	ENSG00000187741
16	89815877	89815986	110	-	ENSG00000187741
16	89816080	89816138	59	-	ENSG00000187741
16	89836241	89836433	193	+	ENSG00000204991
16	89845322	89845365	44	+	ENSG00000204991
16	89845638	89847156	1519	+	ENSG00000204991
16	89850304	89850660	357	+	ENSG00000204991
16	89854286	89854366	81	+	ENSG00000204991
16	89854487	89854651	165	+	ENSG00000204991
16	89855600	89855686	87	+	ENSG00000204991
16	89856113	89856236	124	+	ENSG00000204991
16	89858338	89858507	170	+	ENSG00000204991
16	89859165	89859189	25	+	ENSG00000204991
16	89870273	89871319	1047	+	ENSG00000204991
16	89878500	89878627	128	+	ENSG00000141002
16	89883351	89883512	162	+	ENSG00000141002
16	89884582	89884656	75	+	ENSG00000141002
16	89885848	89885966	119	+	ENSG00000141002
16	89886094	89886130	37	+	ENSG00000141002
16	89887652	89887717	66	+	ENSG00000141002
16	89889265	89890633	1369	+	ENSG00000141002
16	89892193	89892247	55	+	ENSG00000141002
16	89911217	89911384	168	+	ENSG00000141002
16	89912495	89912645	151	+	ENSG00000141002
16	89913232	89913627	396	+	ENSG00000141002
16	89920213	89920977	765	+	ENSG00000258839
16	89931900	89931939	40	+	ENSG00000258947
16	89932571	89932679	109	+	ENSG00000258947
16	89933117	89933367	251	+	ENSG00000258947
16	89933468	89933578	111	+	ENSG00000258947
16	89933724	89934301	578	+	ENSG00000258947
16	89934500	89934575	76	+	ENSG00000258947
16	89934729	89936097	1369	+	ENSG00000258947
16	89938541	89938761	221	+	ENSG00000258947
16	89935805	89936092	288	+	ENSG00000198211
16	89957575	89957660	86	+	ENSG00000140995
16	89959014	89959048	35	+	ENSG00000140995
16	89959236	89959366	131	+	ENSG00000140995
16	89965964	89968060	2097	+	ENSG00000140995
16	89969773	89971358	1586	-	ENSG00000177946
16	90004865	90006334	1470	-	ENSG00000003249
16	90006480	90006492	13	-	ENSG00000003249
16	90008784	90008924	141	-	ENSG00000003249
16	90009284	90009430	147	-	ENSG00000003249
16	90011584	90011610	27	-	ENSG00000003249
16	90031194	90031496	303	+	ENSG00000141013
16	90032718	90032924	207	+	ENSG00000141013
16	90035633	90035687	55	+	ENSG00000141013
16	90036381	90037046	666	+	ENSG00000141013
16	90037232	90037399	168	+	ENSG00000141013
16	90037762	90037848	87	+	ENSG00000141013
16	90040300	90040509	210	+	ENSG00000141013
16	90042470	90042535	66	+	ENSG00000141013
16	90043196	90044975	1780	+	ENSG00000141013
16	90056568	90058288	1721	-	ENSG00000126856
16	90061452	90061519	68	-	ENSG00000126856
16	90061921	90062192	272	-	ENSG00000126856
16	90062401	90062502	102	-	ENSG00000126856
16	90069978	90070007	30	-	ENSG00000126856
17	138943	139067	125	+	ENSG00000268320
17	142789	147440	4652	-	ENSG00000272636
17	212389	213851	1463	-	ENSG00000181031
17	261689	261906	218	-	ENSG00000181031
17	414058	414666	609	+	ENSG00000187624
17	420830	421097	268	+	ENSG00000187624
17	423480	423719	240	+	ENSG00000187624
17	439978	443163	3186	-	ENSG00000183688
17	508668	519127	10460	-	ENSG00000141252
17	531968	532911	944	-	ENSG00000141252
17	537028	537176	149	-	ENSG00000141252
17	551872	551950	79	-	ENSG00000141252
17	553380	553462	83	-	ENSG00000141252
17	560426	560573	148	-	ENSG00000141252
17	562503	562745	243	-	ENSG00000141252
17	586270	586364	95	-	ENSG00000141252
17	600880	600894	15	-	ENSG00000141252
17	601795	601896	102	-	ENSG00000141252
17	623533	623674	142	-	ENSG00000141252
17	627174	627316	143	-	ENSG00000141252
17	628088	628231	144	-	ENSG00000141252
17	631550	631628	79	-	ENSG00000141252
17	632744	632798	55	-	ENSG00000141252
17	733098	733181	84	+	ENSG00000167695
17	737846	738047	202	+	ENSG00000167695
17	740505	740600	96	+	ENSG00000167695
17	741301	742972	1672	+	ENSG00000167695
17	744414	744865	452	-	ENSG00000179409
17	746631	747225	595	-	ENSG00000179409
17	759097	760238	1142	-	ENSG00000167699
17	769869	769955	87	-	ENSG00000167699
17	770044	770190	147	-	ENSG00000167699
17	770421	770507	87	-	ENSG00000167699
17	771325	771461	137	-	ENSG00000167699
17	775775	775919	145	-	ENSG00000167699
17	776868	776988	121	-	ENSG00000167699
17	778622	778789	168	-	ENSG00000167699
17	781863	781988	126	-	ENSG00000167699
17	787984	788132	149	+	ENSG00000171861
17	788159	788198	40	+	ENSG00000171861
17	791534	791766	233	+	ENSG00000171861
17	792070	792509	440	+	ENSG00000171861
17	799313	800948	1636	-	ENSG00000167693
17	1001089	1003671	2583	+	ENSG00000177370
17	1003518	1006079	2562	-	ENSG00000159842
17	1010785	1010863	79	-	ENSG00000159842
17	1011846	1011985	140	-	ENSG00000159842
17	1012474	1012538	65	-	ENSG00000159842
17	1050050	1050181	132	-	ENSG00000159842
17	1050537	1050634	98	-	ENSG00000159842
17	1056035	1056109	75	-	ENSG00000159842
17	1056998	1057102	105	-	ENSG00000159842
17	1057844	1057901	58	-	ENSG00000159842
17	1271272	1271460	189	+	ENSG00000205899
17	1298265	1300987	2723	+	ENSG00000184811
17	1344272	1345499	1228	-	ENSG00000108953
17	1347962	1348000	39	-	ENSG00000108953
17	1354211	1354326	116	-	ENSG00000108953
17	1420689	1423642	2954	-	ENSG00000167193
17	1464186	1465725	1540	-	ENSG00000197879
17	1470240	1470334	95	-	ENSG00000197879
17	1470435	1470519	85	-	ENSG00000197879
17	1470621	1470629	9	-	ENSG00000197879
17	1494571	1495879	1309	-	ENSG00000132376
17	1496060	1496164	105	-	ENSG00000132376
17	1496319	1496402	84	-	ENSG00000132376
17	1496666	1496803	138	-	ENSG00000132376
17	1497936	1498122	187	-	ENSG00000132376
17	1506980	1507089	110	-	ENSG00000132376
17	1508115	1508226	112	-	ENSG00000132376
17	1509168	1509353	186	-	ENSG00000132376
17	1509683	1509799	117	-	ENSG00000132376
17	1510421	1510513	93	-	ENSG00000132376
17	1513453	1513547	95	-	ENSG00000132376
17	1513872	1513979	108	-	ENSG00000132376
17	1515427	1515473	47	-	ENSG00000132376
17	1517718	1520538	2821	-	ENSG00000174238
17	1521579	1521645	67	-	ENSG00000174238
17	1534099	1534221	123	-	ENSG00000174238
17	1535182	1535292	111	-	ENSG00000174238
17	1535441	1535518	78	-	ENSG00000174238
17	1538869	1538944	76	-	ENSG00000174238
17	1569267	1575603	6337	-	ENSG00000167703
17	1590850	1590948	99	-	ENSG00000167703
17	1591269	1591471	203	-	ENSG00000167703
17	1591566	1591699	134	-	ENSG00000167703
17	1593187	1593279	93	-	ENSG00000167703
17	1603105	1603126	22	-	ENSG00000167703
17	1613195	1613271	77	-	ENSG00000167703
17	1614979	1615005	27	-	ENSG00000167703
17	1633858	1635617	1760	-	ENSG00000074660
17	1636709	1636855	147	-	ENSG00000074660
17	1636941	1637062	122	-	ENSG00000074660
17	1638806	1638926	121	-	ENSG00000074660
17	1639639	1639742	104	-	ENSG00000074660
17	1639912	1640040	129	-	ENSG00000074660
17	1640448	1640666	219	-	ENSG00000074660
17	1643442	1643967	526	-	ENSG00000074660
17	1644834	1644935	102	-	ENSG00000074660
17	1645178	1645227	50	-	ENSG00000074660
17	1646145	1646441	297	-	ENSG00000167705
17	1650629	1650801	173	-	ENSG00000174231
17	1702790	1707769	4980	-	ENSG00000185561
17	1732478	1732490	13	+	ENSG00000167716
17	1732666	1732831	166	+	ENSG00000167716
17	1733527	1733537	11	+	ENSG00000167716
17	1737686	1738599	914	+	ENSG00000167716
17	1754535	1755268	734	+	ENSG00000167711
17	1770896	1771184	289	+	ENSG00000132386
17	1771872	1771972	101	+	ENSG00000132386
17	1777447	1777574	128	+	ENSG00000132386
17	1779485	1781285	1801	-	ENSG00000186532
17	1781692	1783030	1339	-	ENSG00000186532
17	1812062	1812115	54	-	ENSG00000186532
17	1814566	1814710	145	-	ENSG00000186532
17	1897176	1900082	2907	+	ENSG00000132383
17	1934677	1936495	1819	-	ENSG00000185924
17	2036434	2036686	253	+	ENSG00000108963
17	2036835	2036956	122	+	ENSG00000108963
17	2039755	2039787	33	+	ENSG00000108963
17	2040224	2040374	151	+	ENSG00000108963
17	2040505	2040605	101	+	ENSG00000108963
17	2041103	2041181	79	+	ENSG00000108963
17	2041481	2041621	141	+	ENSG00000108963
17	2041768	2043430	1663	+	ENSG00000108963
17	2043105	2043430	326	+	ENSG00000262664
17	2058836	2063241	4406	+	ENSG00000177374
17	2059843	2061491	1649	-	ENSG00000070366
17	2322503	2324195	1693	-	ENSG00000167721
17	2324691	2324829	139	-	ENSG00000167721
17	2325304	2325390	87	-	ENSG00000167721
17	2333390	2333542	153	-	ENSG00000167721
17	2334785	2334896	112	-	ENSG00000167721
17	2335260	2335394	135	-	ENSG00000167721
17	2335511	2335614	104	-	ENSG00000167721
17	2323874	2325260	1387	+	ENSG00000167720
17	2361670	2361799	130	+	ENSG00000141258
17	2362109	2362157	49	+	ENSG00000141258
17	2363017	2363045	29	+	ENSG00000141258
17	2364120	2364183	64	+	ENSG00000141258
17	2364596	2364663	68	+	ENSG00000141258
17	2364897	2364965	69	+	ENSG00000141258
17	2379338	2381058	1721	+	ENSG00000141258
17	2384060	2386900	2841	-	ENSG00000070444
17	2387909	2388020	112	-	ENSG00000070444
17	2416076	2420596	4521	-	ENSG00000127804
17	2420731	2420904	174	-	ENSG00000127804
17	2436674	2436840	167	-	ENSG00000127804
17	2438109	2438198	90	-	ENSG00000127804
17	2441490	2441559	70	-	ENSG00000127804
17	2459893	2459973	81	-	ENSG00000127804
17	2464208	2464350	143	-	ENSG00000127804
17	2473524	2473619	96	-	ENSG00000127804
17	2666029	2666090	62	+	ENSG00000007168
17	2666992	2667182	191	+	ENSG00000007168
17	2681803	2685615	3813	+	ENSG00000007168
17	2689386	2690593	1208	-	ENSG00000132361
17	3032420	3032449	30	+	ENSG00000132359
17	3033392	3037739	4348	+	ENSG00000132359
17	3088484	3092057	3574	-	ENSG00000184166
17	3126584	3126609	26	-	ENSG00000183024
17	3216551	3218896	2346	+	ENSG00000172146
17	3276942	3277969	1028	-	ENSG00000221882
17	3291017	3291634	618	-	ENSG00000180090
17	3397104	3397465	362	-	ENSG00000180016
17	3421534	3424070	2537	+	ENSG00000159961
17	3440019	3440146	128	-	ENSG00000141255
17	3440243	3440330	88	-	ENSG00000141255
17	3481633	3481798	166	+	ENSG00000108381
17	3483499	3483592	94	+	ENSG00000108381
17	3489235	3489251	17	+	ENSG00000108381
17	3499089	3503419	4331	+	ENSG00000108381
17	3510502	3514014	3513	-	ENSG00000167723
17	3514066	3514572	507	-	ENSG00000167723
17	3514593	3514672	80	-	ENSG00000167723
17	3516457	3516569	113	-	ENSG00000167723
17	3518576	3518850	275	-	ENSG00000167723
17	3520973	3521039	67	-	ENSG00000167723
17	3524198	3524363	166	-	ENSG00000167723
17	3526854	3526927	74	-	ENSG00000167723
17	3528025	3528126	102	-	ENSG00000167723
17	3528837	3528995	159	-	ENSG00000167723
17	3530027	3530203	177	-	ENSG00000167723
17	3532657	3532937	281	-	ENSG00000167723
17	3535573	3535713	141	-	ENSG00000167723
17	3539569	3539645	77	-	ENSG00000167723
17	3542522	3542698	177	-	ENSG00000167723
17	3543474	3543628	155	-	ENSG00000167723
17	3544579	3544665	87	-	ENSG00000167723
17	3545167	3545271	105	-	ENSG00000167723
17	3546645	3546755	111	-	ENSG00000167723
17	3565444	3566814	1371	-	ENSG00000196689
17	3585149	3585926	778	-	ENSG00000262304
17	3588188	3588367	180	-	ENSG00000262304
17	3589807	3590105	299	-	ENSG00000262304
17	3590252	3590392	141	-	ENSG00000262304
17	3590964	3591116	153	-	ENSG00000262304
17	3591187	3591353	167	-	ENSG00000262304
17	3592067	3592383	317	-	ENSG00000262304
17	3609309	3610559	1251	-	ENSG00000262304
17	3608262	3610559	2298	-	ENSG00000197417
17	3650318	3650519	202	+	ENSG00000040531
17	3655020	3655101	82	+	ENSG00000040531
17	3655221	3655263	43	+	ENSG00000040531
17	3660370	3661542	1173	+	ENSG00000040531
17	3662896	3663747	852	-	ENSG00000213977
17	3663063	3663885	823	-	ENSG00000257950
17	3664195	3664272	78	-	ENSG00000257950
17	3664679	3664798	120	-	ENSG00000257950
17	3669058	3672453	3396	-	ENSG00000257950
17	3669480	3669668	189	+	ENSG00000127774
17	3672199	3672453	255	-	ENSG00000083454
17	3673227	3673877	651	-	ENSG00000083454
17	3679590	3679724	135	-	ENSG00000083454
17	3714628	3714846	219	-	ENSG00000083457
17	3726333	3726699	367	+	ENSG00000177602
17	3802165	3813279	11115	-	ENSG00000074356
17	3814322	3814483	162	-	ENSG00000074356
17	3816116	3816270	155	-	ENSG00000074356
17	3818263	3818572	310	-	ENSG00000074356
17	3821249	3821352	104	-	ENSG00000074356
17	3821953	3822052	100	-	ENSG00000074356
17	3824060	3824063	4	-	ENSG00000074356
17	3860315	3862210	1896	-	ENSG00000004660
17	3865157	3865903	747	-	ENSG00000004660
17	3896592	3897813	1222	-	ENSG00000108405
17	3905263	3905367	105	-	ENSG00000108405
17	3915346	3915941	596	-	ENSG00000108405
17	3923870	3925432	1563	-	ENSG00000074370
17	4004445	4006889	2445	-	ENSG00000074755
17	4014378	4014515	138	-	ENSG00000074755
17	4016323	4016466	144	-	ENSG00000074755
17	4016633	4016708	76	-	ENSG00000074755
17	4022416	4022828	413	-	ENSG00000074755
17	4024919	4025118	200	-	ENSG00000074755
17	4032126	4032258	133	-	ENSG00000074755
17	4032828	4033002	175	-	ENSG00000074755
17	4034015	4034292	278	-	ENSG00000074755
17	4042429	4042568	140	-	ENSG00000074755
17	4044224	4044374	151	-	ENSG00000074755
17	4049708	4049859	152	-	ENSG00000074755
17	4050781	4051043	263	-	ENSG00000074755
17	4051971	4052136	166	-	ENSG00000074755
17	4054057	4054158	102	-	ENSG00000074755
17	4070779	4070924	146	-	ENSG00000074755
17	4071339	4071434	96	-	ENSG00000074755
17	4157083	4157697	615	+	ENSG00000167740
17	4187285	4187310	26	+	ENSG00000167740
17	4163907	4167778	3872	-	ENSG00000185722
17	4167836	4167911	76	-	ENSG00000185722
17	4168151	4168192	42	-	ENSG00000185722
17	4168813	4169193	381	-	ENSG00000185722
17	4169198	4169288	91	-	ENSG00000185722
17	4170715	4170861	147	-	ENSG00000185722
17	4172556	4172680	125	-	ENSG00000185722
17	4173354	4173444	91	-	ENSG00000185722
17	4173909	4174056	148	-	ENSG00000185722
17	4177126	4177302	177	-	ENSG00000185722
17	4178857	4179057	201	-	ENSG00000185722
17	4179721	4179877	157	-	ENSG00000185722
17	4181254	4181372	119	-	ENSG00000185722
17	4182181	4182352	172	-	ENSG00000185722
17	4183398	4183551	154	-	ENSG00000185722
17	4183812	4183910	99	-	ENSG00000185722
17	4184818	4185046	229	-	ENSG00000185722
17	4189382	4189479	98	-	ENSG00000185722
17	4194978	4195177	200	-	ENSG00000185722
17	4195403	4195471	69	-	ENSG00000185722
17	4197373	4197577	205	-	ENSG00000185722
17	4206321	4206486	166	-	ENSG00000185722
17	4207933	4208082	150	-	ENSG00000185722
17	4209824	4209947	124	-	ENSG00000185722
17	4216983	4217111	129	-	ENSG00000185722
17	4269259	4272516	3258	-	ENSG00000132388
17	4282798	4282921	124	-	ENSG00000132388
17	4289230	4289404	175	-	ENSG00000132388
17	4448280	4448303	24	+	ENSG00000182557
17	4449235	4449387	153	+	ENSG00000182557
17	4453016	4453205	190	+	ENSG00000182557
17	4478572	4478637	66	+	ENSG00000182557
17	4486228	4486326	99	+	ENSG00000182557
17	4486412	4486583	172	+	ENSG00000182557
17	4487806	4488208	403	+	ENSG00000182557
17	4536943	4536946	4	+	ENSG00000183018
17	4537453	4539035	1583	+	ENSG00000183018
17	4538897	4539414	518	-	ENSG00000132382
17	4539523	4539901	379	-	ENSG00000132382
17	4556927	4558014	1088	-	ENSG00000167741
17	4607488	4608319	832	+	ENSG00000188176
17	4630902	4631599	698	-	ENSG00000161905
17	4669774	4671531	1758	-	ENSG00000141456
17	4671691	4671882	192	-	ENSG00000141456
17	4672114	4673145	1032	-	ENSG00000141456
17	4673250	4673456	207	-	ENSG00000141456
17	4673619	4673674	56	-	ENSG00000141456
17	4674510	4674669	160	-	ENSG00000141456
17	4674809	4674956	148	-	ENSG00000141456
17	4675079	4675195	117	-	ENSG00000141456
17	4675274	4675362	89	-	ENSG00000141456
17	4675797	4675884	88	-	ENSG00000141456
17	4676036	4676162	127	-	ENSG00000141456
17	4676357	4676507	151	-	ENSG00000141456
17	4676753	4676812	60	-	ENSG00000141456
17	4682502	4682573	72	-	ENSG00000141456
17	4682803	4682952	150	-	ENSG00000141456
17	4683030	4683075	46	-	ENSG00000141456
17	4716007	4716033	27	+	ENSG00000141480
17	4716147	4716191	45	+	ENSG00000141480
17	4716412	4716515	104	+	ENSG00000141480
17	4717705	4717752	48	+	ENSG00000141480
17	4717888	4718023	136	+	ENSG00000141480
17	4718612	4718684	73	+	ENSG00000141480
17	4719283	4719420	138	+	ENSG00000141480
17	4720216	4720407	192	+	ENSG00000141480
17	4720629	4720640	12	+	ENSG00000141480
17	4720946	4721499	554	+	ENSG00000141480
17	4731973	4732433	461	+	ENSG00000161920
17	4732981	4733610	630	+	ENSG00000161920
17	4733526	4734605	1080	-	ENSG00000161921
17	4745991	4746119	129	+	ENSG00000141497
17	4783129	4783211	83	+	ENSG00000142484
17	4785285	4785659	375	-	ENSG00000182853
17	4785901	4785902	2	-	ENSG00000182853
17	4790297	4790390	94	+	ENSG00000182327
17	4797733	4797811	79	+	ENSG00000142507
17	4798009	4798153	145	+	ENSG00000142507
17	4798280	4798503	224	+	ENSG00000142507
17	4801159	4801288	130	-	ENSG00000262165
17	4808421	4808451	31	+	ENSG00000129219
17	4809100	4809205	106	+	ENSG00000129219
17	4809298	4809363	66	+	ENSG00000129219
17	4809493	4809551	59	+	ENSG00000129219
17	4809691	4809783	93	+	ENSG00000129219
17	4809877	4810029	153	+	ENSG00000129219
17	4810802	4810951	150	+	ENSG00000129219
17	4814368	4814501	134	+	ENSG00000129219
17	4814633	4814711	79	+	ENSG00000129219
17	4815476	4815586	111	+	ENSG00000129219
17	4815764	4815934	171	+	ENSG00000129219
17	4816620	4816746	127	+	ENSG00000129219
17	4816937	4817055	119	+	ENSG00000129219
17	4817146	4817259	114	+	ENSG00000129219
17	4818002	4818385	384	+	ENSG00000129219
17	4822865	4823434	570	+	ENSG00000129219
17	4881132	4881257	126	+	ENSG00000141503
17	4884363	4884473	111	+	ENSG00000141503
17	4884912	4885002	91	+	ENSG00000141503
17	4885483	4885613	131	+	ENSG00000141503
17	4885911	4885965	55	+	ENSG00000141503
17	4886120	4886198	79	+	ENSG00000141503
17	4886451	4886626	176	+	ENSG00000141503
17	4887110	4887179	70	+	ENSG00000141503
17	4887580	4887790	211	+	ENSG00000141503
17	4889647	4889763	117	+	ENSG00000141503
17	4890432	4890735	304	+	ENSG00000141503
17	4890951	4891124	174	+	ENSG00000141503
17	4891456	4891716	261	+	ENSG00000141503
17	4892149	4892234	86	+	ENSG00000141503
17	4892656	4892768	113	+	ENSG00000141503
17	4892979	4893067	89	+	ENSG00000141503
17	4893286	4893309	24	+	ENSG00000141503
17	4893434	4893597	164	+	ENSG00000141503
17	4893988	4894093	106	+	ENSG00000141503
17	4894174	4894311	138	+	ENSG00000141503
17	4894525	4894633	109	+	ENSG00000141503
17	4895075	4895242	168	+	ENSG00000141503
17	4895350	4895493	144	+	ENSG00000141503
17	4895698	4895832	135	+	ENSG00000141503
17	4896003	4896103	101	+	ENSG00000141503
17	4896193	4896342	150	+	ENSG00000141503
17	4896429	4896588	160	+	ENSG00000141503
17	4896674	4896813	140	+	ENSG00000141503
17	4896862	4897145	284	+	ENSG00000141503
17	4897204	4898061	858	+	ENSG00000141503
17	4897774	4898735	962	-	ENSG00000108556
17	4900167	4902932	2766	+	ENSG00000205710
17	4934564	4935030	467	+	ENSG00000185245
17	4937130	4937740	611	-	ENSG00000108528
17	4944571	4944638	68	+	ENSG00000108523
17	4944715	4945222	508	+	ENSG00000108523
17	4945652	4945899	248	-	ENSG00000108518
17	4952117	4952147	31	+	ENSG00000108515
17	4952795	4952890	96	+	ENSG00000108515
17	4953051	4953109	59	+	ENSG00000108515
17	4953272	4953341	70	+	ENSG00000108515
17	4953712	4953845	134	+	ENSG00000108515
17	4955075	4955297	223	+	ENSG00000108515
17	4955407	4955862	456	+	ENSG00000108515
17	4957048	4957131	84	+	ENSG00000108515
17	4959226	4959715	490	-	ENSG00000091640
17	4959760	4959916	157	-	ENSG00000091640
17	4960022	4960135	114	-	ENSG00000091640
17	4967992	4968819	828	-	ENSG00000108509
17	4968907	4968981	75	-	ENSG00000108509
17	4969150	4969337	188	-	ENSG00000108509
17	4969630	4969701	72	-	ENSG00000108509
17	4969902	4970085	184	-	ENSG00000108509
17	4970340	4970536	197	-	ENSG00000108509
17	4972232	4972536	305	-	ENSG00000108509
17	4972769	4972991	223	-	ENSG00000108509
17	4973175	4973253	79	-	ENSG00000108509
17	4973585	4973769	185	-	ENSG00000108509
17	4974385	4974500	116	-	ENSG00000108509
17	4977058	4977192	135	-	ENSG00000108509
17	4978504	4978630	127	-	ENSG00000108509
17	4979684	4980621	938	-	ENSG00000108509
17	4981225	4981359	135	-	ENSG00000108509
17	4981678	4981823	146	-	ENSG00000108509
17	4988130	4988404	275	-	ENSG00000196388
17	5024152	5028401	4250	+	ENSG00000129250
17	5032600	5033126	527	-	ENSG00000132517
17	5093014	5096374	3361	+	ENSG00000180787
17	5105541	5106533	993	-	ENSG00000167840
17	5108926	5109868	943	-	ENSG00000167840
17	5111076	5111089	14	-	ENSG00000167840
17	5139024	5139181	158	+	ENSG00000129204
17	5139255	5139674	420	+	ENSG00000129204
17	5141425	5141499	75	+	ENSG00000129204
17	5142003	5142141	139	+	ENSG00000129204
17	5142397	5142502	106	+	ENSG00000129204
17	5144690	5144863	174	+	ENSG00000129204
17	5145405	5145579	175	+	ENSG00000129204
17	5146023	5146174	152	+	ENSG00000129204
17	5147083	5147194	112	+	ENSG00000129204
17	5148556	5148767	212	+	ENSG00000129204
17	5155422	5155606	185	+	ENSG00000129204
17	5161528	5161614	87	+	ENSG00000129204
17	5162884	5163004	121	+	ENSG00000129204
17	5167932	5168123	192	+	ENSG00000129204
17	5168767	5169055	289	+	ENSG00000129204
17	5170479	5170915	437	+	ENSG00000129204
17	5171587	5171679	93	+	ENSG00000129204
17	5172805	5175034	2230	+	ENSG00000129204
17	5179536	5181832	2297	-	ENSG00000180626
17	5208961	5210800	1840	-	ENSG00000161929
17	5213012	5214726	1715	-	ENSG00000161929
17	5336533	5336689	157	+	ENSG00000029725
17	5381599	5381721	123	+	ENSG00000029725
17	5383224	5385812	2589	+	ENSG00000029725
17	5361814	5362086	273	-	ENSG00000108559
17	5386026	5386205	180	-	ENSG00000108559
17	5386708	5386826	119	-	ENSG00000108559
17	5386984	5387059	76	-	ENSG00000108559
17	5414100	5414134	35	-	ENSG00000108559
17	5416513	5416682	170	-	ENSG00000108559
17	5418015	5418026	12	-	ENSG00000108559
17	5426247	5426299	53	+	ENSG00000129197
17	5428071	5431484	3414	+	ENSG00000129197
17	5432542	5432876	335	+	ENSG00000129197
17	5432777	5433014	238	-	ENSG00000108561
17	5440912	5444513	3602	-	ENSG00000005100
17	5448809	5448895	87	-	ENSG00000005100
17	5450203	5450406	204	-	ENSG00000005100
17	5450807	5450934	128	-	ENSG00000005100
17	5453580	5453668	89	-	ENSG00000005100
17	5453821	5453980	160	-	ENSG00000005100
17	5455160	5455271	112	-	ENSG00000005100
17	5455997	5456182	186	-	ENSG00000005100
17	5460939	5461109	171	-	ENSG00000005100
17	5462319	5462523	205	-	ENSG00000005100
17	5471251	5474789	3539	-	ENSG00000072849
17	5477897	5477999	103	-	ENSG00000072849
17	5480054	5480144	91	-	ENSG00000072849
17	5480387	5480563	177	-	ENSG00000072849
17	5481101	5481389	289	-	ENSG00000072849
17	5482809	5482882	74	-	ENSG00000072849
17	5485151	5485203	53	-	ENSG00000072849
17	5489481	5490814	1334	+	ENSG00000167842
17	5499427	5499950	524	-	ENSG00000091592
17	5501385	5501813	429	-	ENSG00000091592
17	5514122	5514753	632	-	ENSG00000091592
17	6090389	6090505	117	+	ENSG00000179314
17	6095102	6095223	122	+	ENSG00000179314
17	6109607	6109766	160	+	ENSG00000179314
17	6110771	6110935	165	+	ENSG00000179314
17	6117988	6118188	201	+	ENSG00000179314
17	6120309	6124427	4119	+	ENSG00000179314
17	6423737	6426585	2849	-	ENSG00000129221
17	6426615	6426756	142	-	ENSG00000129221
17	6426881	6427057	177	-	ENSG00000129221
17	6428318	6428506	189	-	ENSG00000129221
17	6433919	6434066	148	-	ENSG00000129221
17	6449321	6449407	87	+	ENSG00000129195
17	6449762	6449938	177	+	ENSG00000129195
17	6450028	6451469	1442	+	ENSG00000129195
17	6451264	6455337	4074	-	ENSG00000091622
17	6460569	6460953	385	-	ENSG00000091622
17	6578148	6579864	1717	-	ENSG00000198920
17	6589779	6590003	225	-	ENSG00000198920
17	6590510	6590630	121	-	ENSG00000198920
17	6594972	6595053	82	-	ENSG00000198920
17	6596158	6596343	186	-	ENSG00000198920
17	6599237	6599320	84	-	ENSG00000198920
17	6600380	6600458	79	-	ENSG00000198920
17	6606873	6606962	90	-	ENSG00000198920
17	6607181	6607270	90	-	ENSG00000198920
17	6608348	6608464	117	-	ENSG00000198920
17	6609994	6610160	167	-	ENSG00000198920
17	6611919	6612148	230	-	ENSG00000198920
17	6620788	6620998	211	-	ENSG00000198920
17	6622882	6623097	216	-	ENSG00000198920
17	6623509	6623542	34	-	ENSG00000198920
17	6623607	6623962	356	-	ENSG00000198920
17	6641836	6641932	97	+	ENSG00000129235
17	6642249	6642324	76	+	ENSG00000129235
17	6642951	6644541	1591	+	ENSG00000129235
17	6643315	6644633	1319	-	ENSG00000108590
17	6652271	6653473	1203	+	ENSG00000256806
17	6684558	6684937	380	+	ENSG00000256806
17	6692865	6693202	338	+	ENSG00000256806
17	6684713	6686206	1494	-	ENSG00000141485
17	6687354	6687489	136	-	ENSG00000141485
17	6695817	6695941	125	-	ENSG00000141485
17	6701004	6701126	123	-	ENSG00000141485
17	6702970	6703138	169	-	ENSG00000141485
17	6703878	6704056	179	-	ENSG00000141485
17	6706642	6706855	214	-	ENSG00000141485
17	6759475	6759718	244	+	ENSG00000132530
