length_3utr	gene_id
5935	ENSG00000143157
1594	ENSG00000143158
1285	ENSG00000143162
1553	ENSG00000143164
1782	ENSG00000143167
346	ENSG00000143171
1424	ENSG00000143178
3785	ENSG00000143179
4065	ENSG00000143183
857	ENSG00000143184
187	ENSG00000143185
13864	ENSG00000143190
359	ENSG00000143194
11195	ENSG00000143195
1090	ENSG00000143196
929	ENSG00000143198
2368	ENSG00000143199
1972	ENSG00000143207
1666	ENSG00000143217
364	ENSG00000143222
2382	ENSG00000143224
2925	ENSG00000143226
473	ENSG00000143228
5043	ENSG00000143248
13420	ENSG00000143252
127	ENSG00000143256
1233	ENSG00000143257
1026	ENSG00000143258
187	ENSG00000143278
357	ENSG00000143294
5277	ENSG00000143297
334	ENSG00000143303
95	ENSG00000143314
5515	ENSG00000143315
510	ENSG00000143318
1458	ENSG00000143319
420	ENSG00000143320
1342	ENSG00000143321
8615	ENSG00000143322
6185	ENSG00000143324
1669	ENSG00000143333
7157	ENSG00000143337
2009	ENSG00000143340
1071	ENSG00000143341
2239	ENSG00000143344
1137	ENSG00000143353
6622	ENSG00000143355
1479	ENSG00000143363
2995	ENSG00000143365
1876	ENSG00000143367
225	ENSG00000143368
322	ENSG00000143369
1987	ENSG00000143373
2067	ENSG00000143374
1346	ENSG00000143375
6969	ENSG00000143376
898	ENSG00000143379
765	ENSG00000143382
2824	ENSG00000143384
591	ENSG00000143387
1982	ENSG00000143390
1499	ENSG00000143393
1819	ENSG00000143398
2362	ENSG00000143401
1020	ENSG00000143409
312	ENSG00000143412
1563	ENSG00000143416
1622	ENSG00000143418
4726	ENSG00000143420
799	ENSG00000143434
937	ENSG00000143436
2977	ENSG00000143437
2655	ENSG00000143442
962	ENSG00000143443
272	ENSG00000143450
594	ENSG00000143452
2096	ENSG00000143457
7286	ENSG00000143458
11932	ENSG00000143469
7000	ENSG00000143473
2066	ENSG00000143476
232	ENSG00000143479
982	ENSG00000143486
4389	ENSG00000143493
5124	ENSG00000143494
719	ENSG00000143498
406	ENSG00000143499
1410	ENSG00000143502
1398	ENSG00000143507
341	ENSG00000143512
2440	ENSG00000143514
2361	ENSG00000143515
1875	ENSG00000143520
351	ENSG00000143536
747	ENSG00000143537
410	ENSG00000143543
482	ENSG00000143545
71	ENSG00000143546
3630	ENSG00000143549
150	ENSG00000143552
529	ENSG00000143553
155	ENSG00000143554
62	ENSG00000143556
1502	ENSG00000143569
1492	ENSG00000143570
336	ENSG00000143575
516	ENSG00000143578
995	ENSG00000143590
1431	ENSG00000143595
10521	ENSG00000143603
1763	ENSG00000143612
5907	ENSG00000143614
821	ENSG00000143621
2959	ENSG00000143622
3290	ENSG00000143624
1279	ENSG00000143627
1385	ENSG00000143630
525	ENSG00000143631
254	ENSG00000143632
1704	ENSG00000143633
2666	ENSG00000143641
1438	ENSG00000143643
837	ENSG00000143653
8729	ENSG00000143669
4373	ENSG00000143674
2401	ENSG00000143702
2326	ENSG00000143727
1908	ENSG00000143740
1291	ENSG00000143742
1219	ENSG00000143748
2600	ENSG00000143751
963	ENSG00000143753
4888	ENSG00000143756
1199	ENSG00000143761
843	ENSG00000143768
3630	ENSG00000143771
3704	ENSG00000143772
287	ENSG00000143774
5265	ENSG00000143776
1193	ENSG00000143786
400	ENSG00000143793
6927	ENSG00000143797
898	ENSG00000143799
526	ENSG00000143801
578	ENSG00000143811
1801	ENSG00000143815
2862	ENSG00000143816
216	ENSG00000143819
197	ENSG00000143839
1922	ENSG00000143842
1204	ENSG00000143845
2350	ENSG00000143847
3937	ENSG00000143850
2261	ENSG00000143851
6161	ENSG00000143858
1112	ENSG00000143862
790	ENSG00000143867
7820	ENSG00000143869
867	ENSG00000143870
1389	ENSG00000143878
1847	ENSG00000143882
3976	ENSG00000143889
1519	ENSG00000143891
2290	ENSG00000143919
5074	ENSG00000143921
2341	ENSG00000143924
839	ENSG00000143933
671	ENSG00000143942
276	ENSG00000143947
4848	ENSG00000143951
1958	ENSG00000143952
229	ENSG00000143954
8276	ENSG00000143970
5325	ENSG00000143971
319	ENSG00000143977
717	ENSG00000143994
6026	ENSG00000143995
197	ENSG00000144010
205	ENSG00000144015
294	ENSG00000144021
1345	ENSG00000144026
1137	ENSG00000144028
596	ENSG00000144029
887	ENSG00000144031
113	ENSG00000144034
113	ENSG00000144035
8123	ENSG00000144036
5749	ENSG00000144040
2943	ENSG00000144043
1289	ENSG00000144045
2043	ENSG00000144048
5144	ENSG00000144057
2388	ENSG00000144061
2013	ENSG00000144063
772	ENSG00000144115
1901	ENSG00000144118
559	ENSG00000144119
1122	ENSG00000144120
429	ENSG00000144130
1706	ENSG00000144134
1711	ENSG00000144136
710	ENSG00000144152
4959	ENSG00000144161
78	ENSG00000144182
1346	ENSG00000144191
172	ENSG00000144199
155	ENSG00000144214
6247	ENSG00000144218
3073	ENSG00000144224
150	ENSG00000144227
5261	ENSG00000144228
1313	ENSG00000144229
884	ENSG00000144230
4556	ENSG00000144231
3464	ENSG00000144233
4931	ENSG00000144278
5892	ENSG00000144283
14151	ENSG00000144285
4124	ENSG00000144290
2401	ENSG00000144306
6404	ENSG00000144320
1268	ENSG00000144331
4245	ENSG00000144339
2014	ENSG00000144354
1598	ENSG00000144355
4388	ENSG00000144357
11	ENSG00000144362
8555	ENSG00000144366
3271	ENSG00000144369
894	ENSG00000144381
3094	ENSG00000144395
5479	ENSG00000144401
4317	ENSG00000144406
1494	ENSG00000144407
38	ENSG00000144410
2748	ENSG00000144426
2652	ENSG00000144445
7464	ENSG00000144451
1108	ENSG00000144452
2851	ENSG00000144455
2453	ENSG00000144460
3744	ENSG00000144468
804	ENSG00000144476
4741	ENSG00000144481
1014	ENSG00000144485
1555	ENSG00000144488
4347	ENSG00000144504
2690	ENSG00000144524
6189	ENSG00000144535
284	ENSG00000144550
3834	ENSG00000144554
2682	ENSG00000144559
2486	ENSG00000144560
1972	ENSG00000144566
4066	ENSG00000144567
1516	ENSG00000144579
3732	ENSG00000144580
1447	ENSG00000144583
979	ENSG00000144589
829	ENSG00000144591
5346	ENSG00000144596
3924	ENSG00000144597
3755	ENSG00000144619
828	ENSG00000144635
7955	ENSG00000144642
5247	ENSG00000144644
6129	ENSG00000144645
457	ENSG00000144647
1626	ENSG00000144648
1676	ENSG00000144649
1200	ENSG00000144655
831	ENSG00000144659
4648	ENSG00000144668
326	ENSG00000144671
705	ENSG00000144674
3871	ENSG00000144677
2051	ENSG00000144681
3102	ENSG00000144711
1368	ENSG00000144712
1609	ENSG00000144713
4306	ENSG00000144724
6411	ENSG00000144730
2616	ENSG00000144736
4384	ENSG00000144741
1573	ENSG00000144744
1819	ENSG00000144746
4117	ENSG00000144747
1466	ENSG00000144749
222	ENSG00000144771
9633	ENSG00000144791
4505	ENSG00000144792
1651	ENSG00000144802
3090	ENSG00000144810
5983	ENSG00000144815
478	ENSG00000144820
1176	ENSG00000144821
6046	ENSG00000144824
2161	ENSG00000144827
416	ENSG00000144834
396	ENSG00000144837
3561	ENSG00000144840
2067	ENSG00000144843
1963	ENSG00000144847
2075	ENSG00000144848
1273	ENSG00000144852
1916	ENSG00000144857
2107	ENSG00000144867
5049	ENSG00000144868
893	ENSG00000144891
4852	ENSG00000144893
1955	ENSG00000144895
3493	ENSG00000144908
1657	ENSG00000144909
1854	ENSG00000144935
3514	ENSG00000144959
212	ENSG00000144962
275	ENSG00000145002
20723	ENSG00000145012
2272	ENSG00000145014
4354	ENSG00000145016
2309	ENSG00000145020
1613	ENSG00000145022
1887	ENSG00000145029
1059	ENSG00000145040
2185	ENSG00000145041
767	ENSG00000145050
1563	ENSG00000145075
7657	ENSG00000145087
1082	ENSG00000145088
1829	ENSG00000145103
827	ENSG00000145107
3610	ENSG00000145113
1702	ENSG00000145147
1326	ENSG00000145191
388	ENSG00000145192
1614	ENSG00000145194
291	ENSG00000145198
1733	ENSG00000145214
2659	ENSG00000145216
1509	ENSG00000145217
188	ENSG00000145220
5680	ENSG00000145241
5959	ENSG00000145242
1778	ENSG00000145244
4752	ENSG00000145246
661	ENSG00000145247
257	ENSG00000145248
220	ENSG00000145283
2777	ENSG00000145284
2750	ENSG00000145287
1042	ENSG00000145293
270	ENSG00000145309
451	ENSG00000145321
2379	ENSG00000145331
4309	ENSG00000145332
2884	ENSG00000145335
903	ENSG00000145337
7731	ENSG00000145348
4235	ENSG00000145349
5829	ENSG00000145354
1807	ENSG00000145358
5504	ENSG00000145362
3320	ENSG00000145365
5386	ENSG00000145375
1791	ENSG00000145384
1194	ENSG00000145386
6254	ENSG00000145388
4578	ENSG00000145390
11568	ENSG00000145391
702	ENSG00000145414
4959	ENSG00000145416
859	ENSG00000145423
488	ENSG00000145425
3382	ENSG00000145428
3750	ENSG00000145431
4527	ENSG00000145439
6872	ENSG00000145451
160	ENSG00000145476
81	ENSG00000145491
717	ENSG00000145494
6862	ENSG00000145495
1169	ENSG00000145506
553	ENSG00000145526
1997	ENSG00000145536
7019	ENSG00000145545
5710	ENSG00000145555
2406	ENSG00000145569
7519	ENSG00000145592
3142	ENSG00000145604
3458	ENSG00000145623
7794	ENSG00000145626
601	ENSG00000145632
451	ENSG00000145642
70	ENSG00000145649
5001	ENSG00000145675
4110	ENSG00000145681
3682	ENSG00000145685
7483	ENSG00000145687
1174	ENSG00000145692
222	ENSG00000145700
2337	ENSG00000145703
698	ENSG00000145708
2807	ENSG00000145715
2881	ENSG00000145721
3030	ENSG00000145723
11390	ENSG00000145725
4373	ENSG00000145730
3861	ENSG00000145734
4048	ENSG00000145736
2506	ENSG00000145740
397	ENSG00000145741
5311	ENSG00000145743
2123	ENSG00000145757
1950	ENSG00000145777
6903	ENSG00000145779
3400	ENSG00000145780
982	ENSG00000145781
4544	ENSG00000145782
4336	ENSG00000145794
1948	ENSG00000145808
2238	ENSG00000145817
7511	ENSG00000145819
1174	ENSG00000145824
773	ENSG00000145826
4600	ENSG00000145832
4691	ENSG00000145833
145	ENSG00000145839
175	ENSG00000145850
1261	ENSG00000145860
1417	ENSG00000145861
819	ENSG00000145863
7047	ENSG00000145864
689	ENSG00000145868
238	ENSG00000145879
2260	ENSG00000145882
1268	ENSG00000145888
949	ENSG00000145901
9945	ENSG00000145907
3662	ENSG00000145908
4086	ENSG00000145911
630	ENSG00000145912
2946	ENSG00000145916
780	ENSG00000145919
4064	ENSG00000145920
1347	ENSG00000145934
4973	ENSG00000145936
528	ENSG00000145945
4296	ENSG00000145949
334	ENSG00000145975
5244	ENSG00000145979
279	ENSG00000145982
8082	ENSG00000145990
2488	ENSG00000145996
1992	ENSG00000146005
5093	ENSG00000146006
1140	ENSG00000146007
589	ENSG00000146013
5246	ENSG00000146021
3047	ENSG00000146038
3054	ENSG00000146039
390	ENSG00000146049
1621	ENSG00000146054
1332	ENSG00000146063
274	ENSG00000146066
4167	ENSG00000146067
359	ENSG00000146070
1233	ENSG00000146072
3445	ENSG00000146083
1368	ENSG00000146085
979	ENSG00000146090
1373	ENSG00000146094
2099	ENSG00000146109
880	ENSG00000146112
3192	ENSG00000146122
1093	ENSG00000146143
3207	ENSG00000146147
4326	ENSG00000146151
5325	ENSG00000146166
2370	ENSG00000146192
4374	ENSG00000146197
1474	ENSG00000146205
593	ENSG00000146215
5558	ENSG00000146216
1438	ENSG00000146221
4092	ENSG00000146223
1281	ENSG00000146232
786	ENSG00000146233
4604	ENSG00000146242
5809	ENSG00000146243
4826	ENSG00000146247
1021	ENSG00000146250
7065	ENSG00000146263
9995	ENSG00000146267
2670	ENSG00000146276
964	ENSG00000146278
3302	ENSG00000146281
35	ENSG00000146282
2213	ENSG00000146285
5073	ENSG00000146350
9166	ENSG00000146352
517	ENSG00000146360
10533	ENSG00000146373
1545	ENSG00000146374
2381	ENSG00000146376
128	ENSG00000146378
611	ENSG00000146386
982	ENSG00000146409
1465	ENSG00000146410
2458	ENSG00000146411
13931	ENSG00000146414
6343	ENSG00000146416
353	ENSG00000146425
983	ENSG00000146426
3540	ENSG00000146433
1840	ENSG00000146453
1756	ENSG00000146457
2381	ENSG00000146463
899	ENSG00000146469
1472	ENSG00000146476
1525	ENSG00000146477
4831	ENSG00000146530
3069	ENSG00000146535
639	ENSG00000146540
3847	ENSG00000146555
1981	ENSG00000146574
956	ENSG00000146576
3887	ENSG00000146587
6803	ENSG00000146592
80	ENSG00000146618
8660	ENSG00000146648
2259	ENSG00000146670
2309	ENSG00000146674
8117	ENSG00000146676
577	ENSG00000146678
725	ENSG00000146700
1549	ENSG00000146701
459	ENSG00000146707
1624	ENSG00000146729
904	ENSG00000146731
890	ENSG00000146733
382	ENSG00000146755
1260	ENSG00000146757
6225	ENSG00000146776
4815	ENSG00000146802
2729	ENSG00000146809
1777	ENSG00000146826
1044	ENSG00000146828
2212	ENSG00000146830
2747	ENSG00000146833
572	ENSG00000146834
499	ENSG00000146839
1736	ENSG00000146842
1536	ENSG00000146856
838	ENSG00000146858
1216	ENSG00000146859
1386	ENSG00000146872
345	ENSG00000146904
3479	ENSG00000146909
2031	ENSG00000146910
4437	ENSG00000146918
644	ENSG00000146926
2791	ENSG00000146938
2506	ENSG00000146950
100	ENSG00000146955
2277	ENSG00000146963
1736	ENSG00000146966
653	ENSG00000147003
2575	ENSG00000147010
3249	ENSG00000147027
8829	ENSG00000147036
2089	ENSG00000147041
7012	ENSG00000147044
3392	ENSG00000147050
1291	ENSG00000147059
2038	ENSG00000147065
192	ENSG00000147081
1067	ENSG00000147082
4227	ENSG00000147099
3685	ENSG00000147100
5167	ENSG00000147113
711	ENSG00000147117
1316	ENSG00000147118
680	ENSG00000147119
2646	ENSG00000147121
101	ENSG00000147123
1551	ENSG00000147124
359	ENSG00000147127
1683	ENSG00000147130
2828	ENSG00000147133
3306	ENSG00000147138
1092	ENSG00000147140
3506	ENSG00000147144
1112	ENSG00000147145
259	ENSG00000147155
1423	ENSG00000147160
2103	ENSG00000147162
1770	ENSG00000147164
179	ENSG00000147166
562	ENSG00000147168
601	ENSG00000147174
1534	ENSG00000147180
465	ENSG00000147183
5775	ENSG00000147202
240	ENSG00000147206
686	ENSG00000147223
1929	ENSG00000147224
1673	ENSG00000147231
1878	ENSG00000147234
3181	ENSG00000147246
488	ENSG00000147251
1241	ENSG00000147255
1098	ENSG00000147256
445	ENSG00000147257
4813	ENSG00000147274
6467	ENSG00000147316
2668	ENSG00000147324
9163	ENSG00000147364
613	ENSG00000147378
552	ENSG00000147381
613	ENSG00000147383
2668	ENSG00000147394
868	ENSG00000147400
2243	ENSG00000147403
2611	ENSG00000147408
2477	ENSG00000147416
3704	ENSG00000147419
3627	ENSG00000147421
789	ENSG00000147432
559	ENSG00000147434
159	ENSG00000147437
1791	ENSG00000147439
913	ENSG00000147443
4656	ENSG00000147454
2443	ENSG00000147457
11277	ENSG00000147459
624	ENSG00000147465
1946	ENSG00000147471
6646	ENSG00000147475
6631	ENSG00000147481
509	ENSG00000147485
5494	ENSG00000147488
1341	ENSG00000147509
5106	ENSG00000147526
1426	ENSG00000147533
2125	ENSG00000147535
3953	ENSG00000147536
8773	ENSG00000147548
495	ENSG00000147570
505	ENSG00000147571
1005	ENSG00000147573
2166	ENSG00000147576
917	ENSG00000147586
3115	ENSG00000147588
672	ENSG00000147592
426	ENSG00000147596
1985	ENSG00000147601
760	ENSG00000147604
4600	ENSG00000147606
89	ENSG00000147613
1251	ENSG00000147614
1293	ENSG00000147642
434	ENSG00000147647
4548	ENSG00000147649
1442	ENSG00000147650
1622	ENSG00000147654
1759	ENSG00000147655
929	ENSG00000147669
2185	ENSG00000147676
3377	ENSG00000147677
3802	ENSG00000147679
889	ENSG00000147684
1049	ENSG00000147687
2391	ENSG00000147689
305	ENSG00000147697
6889	ENSG00000147724
2749	ENSG00000147789
1243	ENSG00000147799
124	ENSG00000147804
954	ENSG00000147813
6185	ENSG00000147852
3417	ENSG00000147853
2189	ENSG00000147854
6747	ENSG00000147862
366	ENSG00000147869
784	ENSG00000147872
361	ENSG00000147873
4532	ENSG00000147874
3387	ENSG00000147883
363	ENSG00000147885
1358	ENSG00000147889
2845	ENSG00000147894
493	ENSG00000147896
1213	ENSG00000147905
3468	ENSG00000147912
1214	ENSG00000147955
3757	ENSG00000147996
11145	ENSG00000148019
16841	ENSG00000148053
1179	ENSG00000148057
7819	ENSG00000148082
533	ENSG00000148090
1799	ENSG00000148110
1563	ENSG00000148120
1078	ENSG00000148123
3212	ENSG00000148143
3612	ENSG00000148153
2372	ENSG00000148154
94	ENSG00000148156
6164	ENSG00000148158
2214	ENSG00000148175
857	ENSG00000148180
9303	ENSG00000148187
5430	ENSG00000148200
2090	ENSG00000148204
1983	ENSG00000148218
3357	ENSG00000148219
4342	ENSG00000148225
1576	ENSG00000148229
2360	ENSG00000148248
2582	ENSG00000148288
158	ENSG00000148290
30	ENSG00000148291
3095	ENSG00000148296
5792	ENSG00000148297
894	ENSG00000148300
60	ENSG00000148303
987	ENSG00000148308
3749	ENSG00000148331
452	ENSG00000148334
1647	ENSG00000148335
132	ENSG00000148337
2425	ENSG00000148339
2354	ENSG00000148341
3382	ENSG00000148343
1280	ENSG00000148344
165	ENSG00000148346
602	ENSG00000148356
3867	ENSG00000148357
7482	ENSG00000148358
171	ENSG00000148362
610	ENSG00000148377
1056	ENSG00000148384
1658	ENSG00000148396
330	ENSG00000148399
1638	ENSG00000148400
2744	ENSG00000148408
4979	ENSG00000148411
1871	ENSG00000148426
9933	ENSG00000148429
843	ENSG00000148444
1309	ENSG00000148450
678	ENSG00000148459
1272	ENSG00000148468
1240	ENSG00000148481
459	ENSG00000148482
4364	ENSG00000148483
2783	ENSG00000148484
1316	ENSG00000148488
1949	ENSG00000148498
333	ENSG00000148513
6065	ENSG00000148516
4324	ENSG00000148541
813	ENSG00000148572
7320	ENSG00000148584
5155	ENSG00000148600
334	ENSG00000148602
1821	ENSG00000148604
3540	ENSG00000148606
9045	ENSG00000148634
2879	ENSG00000148655
2017	ENSG00000148660
414	ENSG00000148671
1265	ENSG00000148672
770	ENSG00000148677
1707	ENSG00000148680
1511	ENSG00000148688
1943	ENSG00000148690
1947	ENSG00000148700
1233	ENSG00000148702
4406	ENSG00000148704
2980	ENSG00000148719
6871	ENSG00000148730
7628	ENSG00000148734
2917	ENSG00000148735
2179	ENSG00000148737
2531	ENSG00000148773
171	ENSG00000148795
1682	ENSG00000148798
345	ENSG00000148803
5183	ENSG00000148814
505	ENSG00000148824
1735	ENSG00000148826
1166	ENSG00000148832
54	ENSG00000148834
842	ENSG00000148835
302	ENSG00000148840
4710	ENSG00000148841
13277	ENSG00000148842
1266	ENSG00000148843
5684	ENSG00000148848
285	ENSG00000148908
2124	ENSG00000148925
972	ENSG00000148926
1621	ENSG00000148935
5339	ENSG00000148942
4073	ENSG00000148943
167	ENSG00000148948
346	ENSG00000148950
153	ENSG00000148965
2020	ENSG00000148985
351	ENSG00000149016
104	ENSG00000149021
881	ENSG00000149043
544	ENSG00000149050
3448	ENSG00000149054
2695	ENSG00000149084
4204	ENSG00000149089
533	ENSG00000149090
3014	ENSG00000149091
6312	ENSG00000149100
3558	ENSG00000149115
1778	ENSG00000149124
1144	ENSG00000149131
422	ENSG00000149136
1176	ENSG00000149150
4684	ENSG00000149177
2628	ENSG00000149179
2855	ENSG00000149182
6209	ENSG00000149187
1634	ENSG00000149196
394	ENSG00000149201
7998	ENSG00000149212
3066	ENSG00000149218
8489	ENSG00000149231
186	ENSG00000149243
5227	ENSG00000149256
938	ENSG00000149257
2416	ENSG00000149260
5304	ENSG00000149262
2448	ENSG00000149269
4647	ENSG00000149273
6104	ENSG00000149289
2510	ENSG00000149292
6450	ENSG00000149294
1112	ENSG00000149295
673	ENSG00000149300
513	ENSG00000149305
2039	ENSG00000149308
7285	ENSG00000149311
2194	ENSG00000149313
1266	ENSG00000149328
5016	ENSG00000149346
1834	ENSG00000149357
2861	ENSG00000149380
2644	ENSG00000149403
553	ENSG00000149418
3624	ENSG00000149428
166	ENSG00000149435
2119	ENSG00000149451
527	ENSG00000149452
928	ENSG00000149474
3222	ENSG00000149476
661	ENSG00000149480
3122	ENSG00000149483
3027	ENSG00000149485
2381	ENSG00000149488
391	ENSG00000149489
2238	ENSG00000149499
1005	ENSG00000149503
333	ENSG00000149506
1142	ENSG00000149507
1215	ENSG00000149516
1899	ENSG00000149527
2646	ENSG00000149532
2810	ENSG00000149534
1937	ENSG00000149541
2026	ENSG00000149547
778	ENSG00000149548
2474	ENSG00000149554
870	ENSG00000149557
969	ENSG00000149564
1591	ENSG00000149571
2170	ENSG00000149573
4936	ENSG00000149575
1431	ENSG00000149577
3070	ENSG00000149582
423	ENSG00000149591
2968	ENSG00000149596
1103	ENSG00000149599
1771	ENSG00000149600
47	ENSG00000149609
2732	ENSG00000149633
28	ENSG00000149634
328	ENSG00000149635
997	ENSG00000149636
9043	ENSG00000149639
3543	ENSG00000149646
195	ENSG00000149651
773	ENSG00000149654
1437	ENSG00000149657
1279	ENSG00000149658
2339	ENSG00000149679
3348	ENSG00000149716
362	ENSG00000149735
909	ENSG00000149742
215	ENSG00000149743
682	ENSG00000149761
394	ENSG00000149781
1014	ENSG00000149782
1722	ENSG00000149792
898	ENSG00000149798
864	ENSG00000149806
1306	ENSG00000149809
1712	ENSG00000149823
1410	ENSG00000149922
1183	ENSG00000149923
304	ENSG00000149925
1541	ENSG00000149926
1419	ENSG00000149927
1091	ENSG00000149929
1111	ENSG00000149930
925	ENSG00000149932
12800	ENSG00000149948
694	ENSG00000149968
12226	ENSG00000149970
3893	ENSG00000149972
681	ENSG00000150045
2035	ENSG00000150048
2354	ENSG00000150051
3572	ENSG00000150054
1488	ENSG00000150093
169	ENSG00000150201
684	ENSG00000150244
33	ENSG00000150261
11038	ENSG00000150275
1021	ENSG00000150281
763	ENSG00000150316
1001	ENSG00000150337
4562	ENSG00000150347
1108	ENSG00000150361
9078	ENSG00000150394
2581	ENSG00000150401
7421	ENSG00000150403
1224	ENSG00000150433
2234	ENSG00000150455
349	ENSG00000150456
1838	ENSG00000150457
1914	ENSG00000150459
8166	ENSG00000150471
6678	ENSG00000150477
4294	ENSG00000150510
3082	ENSG00000150527
3138	ENSG00000150540
1382	ENSG00000150551
994	ENSG00000150556
1918	ENSG00000150593
1513	ENSG00000150594
1971	ENSG00000150625
3389	ENSG00000150627
314	ENSG00000150628
388	ENSG00000150630
1154	ENSG00000150636
11399	ENSG00000150637
3086	ENSG00000150656
1350	ENSG00000150667
6194	ENSG00000150672
511	ENSG00000150676
1261	ENSG00000150681
4341	ENSG00000150687
3364	ENSG00000150712
2598	ENSG00000150722
510	ENSG00000150750
2311	ENSG00000150753
1450	ENSG00000150756
1090	ENSG00000150760
4556	ENSG00000150764
3474	ENSG00000150768
921	ENSG00000150773
2848	ENSG00000150776
981	ENSG00000150779
345	ENSG00000150782
643	ENSG00000150783
1304	ENSG00000150787
2352	ENSG00000150867
2167	ENSG00000150873
6344	ENSG00000150893
3382	ENSG00000150907
3313	ENSG00000150938
4431	ENSG00000150961
3164	ENSG00000150967
5208	ENSG00000150977
1119	ENSG00000150990
110	ENSG00000150991
1615	ENSG00000150995
761	ENSG00000151005
365	ENSG00000151006
8316	ENSG00000151012
969	ENSG00000151014
2721	ENSG00000151023
2952	ENSG00000151025
176	ENSG00000151033
3480	ENSG00000151062
3752	ENSG00000151065
9798	ENSG00000151067
1781	ENSG00000151079
7746	ENSG00000151090
1510	ENSG00000151092
657	ENSG00000151093
4085	ENSG00000151116
2776	ENSG00000151117
25503	ENSG00000151131
2799	ENSG00000151135
3514	ENSG00000151136
6304	ENSG00000151148
9036	ENSG00000151150
4559	ENSG00000151151
2363	ENSG00000151164
3305	ENSG00000151176
6509	ENSG00000151208
1961	ENSG00000151224
6732	ENSG00000151229
5941	ENSG00000151233
2945	ENSG00000151239
3426	ENSG00000151240
9684	ENSG00000151247
4348	ENSG00000151276
547	ENSG00000151287
2649	ENSG00000151292
1493	ENSG00000151304
9808	ENSG00000151320
4087	ENSG00000151322
3888	ENSG00000151327
937	ENSG00000151332
12233	ENSG00000151338
1142	ENSG00000151348
2967	ENSG00000151353
108	ENSG00000151360
878	ENSG00000151364
712	ENSG00000151365
1803	ENSG00000151366
591	ENSG00000151376
1	ENSG00000151379
3794	ENSG00000151388
2715	ENSG00000151413
2940	ENSG00000151414
392	ENSG00000151418
11206	ENSG00000151422
941	ENSG00000151445
3466	ENSG00000151458
1276	ENSG00000151461
252	ENSG00000151465
2924	ENSG00000151466
1791	ENSG00000151468
5139	ENSG00000151470
4846	ENSG00000151474
725	ENSG00000151475
2839	ENSG00000151490
3211	ENSG00000151491
2099	ENSG00000151498
185	ENSG00000151500
3200	ENSG00000151502
3473	ENSG00000151503
4371	ENSG00000151532
2486	ENSG00000151552
3546	ENSG00000151553
1099	ENSG00000151572
5931	ENSG00000151575
2787	ENSG00000151576
64	ENSG00000151577
4989	ENSG00000151611
4010	ENSG00000151612
1666	ENSG00000151615
2857	ENSG00000151617
2920	ENSG00000151623
3095	ENSG00000151632
846	ENSG00000151640
1623	ENSG00000151650
1274	ENSG00000151651
186	ENSG00000151655
5118	ENSG00000151657
905	ENSG00000151665
950	ENSG00000151687
263	ENSG00000151689
2459	ENSG00000151690
4433	ENSG00000151692
2356	ENSG00000151693
2610	ENSG00000151694
3560	ENSG00000151702
2810	ENSG00000151704
1318	ENSG00000151715
8296	ENSG00000151718
902	ENSG00000151725
3628	ENSG00000151726
4085	ENSG00000151729
1249	ENSG00000151743
9032	ENSG00000151746
3310	ENSG00000151748
1510	ENSG00000151773
1312	ENSG00000151778
1181	ENSG00000151779
9651	ENSG00000151789
416	ENSG00000151790
3038	ENSG00000151806
1032	ENSG00000151812
9948	ENSG00000151834
1310	ENSG00000151835
178	ENSG00000151838
1160	ENSG00000151846
1753	ENSG00000151849
1891	ENSG00000151876
1970	ENSG00000151881
3507	ENSG00000151882
6904	ENSG00000151883
7473	ENSG00000151892
9963	ENSG00000151893
2552	ENSG00000151914
4011	ENSG00000151917
5375	ENSG00000151923
537	ENSG00000151929
2810	ENSG00000151948
2150	ENSG00000151952
2050	ENSG00000151962
722	ENSG00000151967
1030	ENSG00000152034
2294	ENSG00000152049
3194	ENSG00000152056
10798	ENSG00000152061
1229	ENSG00000152076
5739	ENSG00000152078
103	ENSG00000152082
88	ENSG00000152086
3553	ENSG00000152092
709	ENSG00000152093
4589	ENSG00000152102
12066	ENSG00000152104
5774	ENSG00000152127
957	ENSG00000152128
2981	ENSG00000152133
1069	ENSG00000152137
3470	ENSG00000152147
995	ENSG00000152154
3053	ENSG00000152192
1289	ENSG00000152193
3368	ENSG00000152207
5787	ENSG00000152208
2834	ENSG00000152213
522	ENSG00000152214
8291	ENSG00000152217
1432	ENSG00000152219
8071	ENSG00000152223
1923	ENSG00000152229
5858	ENSG00000152234
1009	ENSG00000152240
5059	ENSG00000152242
537	ENSG00000152253
2570	ENSG00000152254
13141	ENSG00000152256
350	ENSG00000152266
2384	ENSG00000152270
926	ENSG00000152284
5217	ENSG00000152291
229	ENSG00000152292
854	ENSG00000152315
7215	ENSG00000152332
3127	ENSG00000152348
786	ENSG00000152359
3356	ENSG00000152377
880	ENSG00000152380
1057	ENSG00000152382
13537	ENSG00000152402
1223	ENSG00000152404
5613	ENSG00000152409
3555	ENSG00000152413
545	ENSG00000152422
2169	ENSG00000152430
1599	ENSG00000152433
6073	ENSG00000152439
3626	ENSG00000152443
1677	ENSG00000152454
2752	ENSG00000152455
2334	ENSG00000152457
796	ENSG00000152463
162	ENSG00000152464
1329	ENSG00000152465
651	ENSG00000152467
119	ENSG00000152475
3812	ENSG00000152484
6910	ENSG00000152492
11429	ENSG00000152495
2369	ENSG00000152503
1917	ENSG00000152518
2813	ENSG00000152520
3177	ENSG00000152527
3579	ENSG00000152556
